Disease_UMLS,Disease_CUI,Symptom,Symptom_CUI
"morbus still , juvenile form",C0087031,"splenomegalie , anderenorts nicht klassifiziert",C0495673
"morbus still , juvenile form",C0087031,schmerzen hals / schulter,C0235999
"morbus still , juvenile form",C0087031,ferritin hoch,C0743912
williams - beuren - syndrom,C0175702,ergotherapie,C1141969
pneumonie durch legionella,C0023241,schuettelfrost,C0085593
pneumonie durch legionella,C0023241,myalgie,C0231528
pneumonie durch legionella,C0023241,husten,C0010200
pneumonie durch legionella,C0023241,thoraxschmerz,C0008031
pneumonie durch legionella,C0023241,pneumonie,C0032285
pneumonie durch legionella,C0023241,pleuritis,C0032231
pneumonie durch legionella,C0023241,fieber,C0015967
pneumonie durch legionella,C0023241,rhinitis,C0035455
pneumonie durch legionella,C0023241,laryngitis,C0023067
pneumonie durch legionella,C0023241,kopfschmerzen,C0018681
pneumonie durch legionella,C0023241,verwirrtheit,C0009676
pneumonie durch legionella,C0023241,diarrhoe,C0011991
loefgren – syndrom,C0340164,erythema nodosum,C0014743
loefgren – syndrom,C0340164,arthritis,C0003864
hydrops fetalis,C0020305,aszites,C0003962
hydrops fetalis,C0020305,pleuraerguss,C0032227
hydrops fetalis,C0020305,polyhydramnion,C0020224
obstruktive kardiomyopathie,C0007194,ventrikulaere arrhythmie,C0085612
obstruktive kardiomyopathie,C0007194,tachykardie ventrikulaer,C0042514
obstruktive kardiomyopathie,C0007194,schwindel,C0012833
obstruktive kardiomyopathie,C0007194,synkope,C0039070
obstruktive kardiomyopathie,C0007194,dyspnoe,C0013404
obstruktive kardiomyopathie,C0007194,angina pectoris,C0002962
sphaerozytose,C0553720,anaemie,C0002871
sphaerozytose,C0553720,splenomegalie,C0038002
sphaerozytose,C0553720,normochrome anaemie,C0235983
sphaerozytose,C0553720,retikulozytose,C0206160
sphaerozytose,C0553720,bilirubin insgesamt hoch,C0741494
glukose phosphatasemangel 06,C0017920,infektanfaelligkeit erhoeht,C0236171
sichelzellkrankheit,C0002895,haemolytische anaemie,C0002878
sichelzellkrankheit,C0002895,niereninfarkt,C0035085
sichelzellkrankheit,C0002895,apoplektischer insult,C0038454
sichelzellkrankheit,C0002895,handschwellung,C0575805
sichelzellkrankheit,C0002895,hepatosplenomegalie,C0019214
sichelzellkrankheit,C0002895,infektanfaelligkeit erhoeht,C0236171
sichelzellkrankheit,C0002895,osteomyelitis,C0029443
sichelzellkrankheit,C0002895,sepsis,C0243026
sichelzellkrankheit,C0002895,osteoporose,C0029456
sichelzellkrankheit,C0002895,haematurie,C0018965
sichelzellkrankheit,C0002895,niereninsuffizienz,C1565489
anaemie aplastisch,C0002874,anaemie,C0002871
anaemie aplastisch,C0002874,granulozytopenie,C0001824
anaemie aplastisch,C0002874,thrombozytopenie,C0040034
anaemie aplastisch,C0002874,blaesse,C0030232
anaemie aplastisch,C0002874,dyspnoe,C0013404
anaemie aplastisch,C0002874,muedigkeit,C0015672
anaemie aplastisch,C0002874,infektanfaelligkeit erhoeht,C0236171
anaemie aplastisch,C0002874,fieber,C0015967
anaemie aplastisch,C0002874,mykosen,C0026946
anaemie aplastisch,C0002874,petechien,C0031256
anaemie aplastisch,C0002874,zahnfleischbluten,C0017565
anaemie aplastisch,C0002874,epistaxis,C0014591
haarzellleukaemie,C0023443,panzytopenie,C0030312
haarzellleukaemie,C0023443,splenomegalie,C0038002
haarzellleukaemie,C0023443,infektanfaelligkeit erhoeht,C0236171
sezary - syndrom,C0036920,lymphadenopathie,C0497156
sezary - syndrom,C0036920,pruritus,C0033774
sezary - syndrom,C0036920,erythrodermie,C0011606
sezary - syndrom,C0036920,hyperkeratose,C0870082
sezary - syndrom,C0036920,alopezie,C0002170
sezary - syndrom,C0036920,onychodystrophie,C0221260
akute leukaemie,C0085669,abgeschlagenheit,C0015672
akute leukaemie,C0085669,fieber,C0015967
akute leukaemie,C0085669,nachtschweiss,C0028081
akute leukaemie,C0085669,granulozytopenie,C0001824
akute leukaemie,C0085669,mykosen,C0026946
akute leukaemie,C0085669,anaemie,C0002871
akute leukaemie,C0085669,blaesse,C0030232
akute leukaemie,C0085669,dyspnoe,C0013404
akute leukaemie,C0085669,muedigkeit,C0015672
akute leukaemie,C0085669,thrombozytopenie,C0040034
akute leukaemie,C0085669,verbrauchskoagulopathie,C0012739
akute leukaemie,C0085669,lymphadenopathie,C0497156
akute leukaemie,C0085669,splenomegalie,C0038002
akute leukaemie,C0085669,gingivitis,C0017574
akute leukaemie,C0085669,meningeosis leucaemica,C0948840
akute leukaemie,C0085669,harnsaeure hoch,C0920063
fabry - syndrom,C0002986,cornea verticillata,C1706559
fabry - syndrom,C0002986,diarrhoe,C0011991
fabry - syndrom,C0002986,obstipation,C0009806
fabry - syndrom,C0002986,tinnitus,C0040264
fabry - syndrom,C0002986,sonstiger hoerverlust,C0494562
fabry - syndrom,C0002986,tia,C0007787
fabry - syndrom,C0002986,schlaganfall,C0038454
hypersplenismus,C0020532,splenomegalie,C0038002
hypersplenismus,C0020532,zytopenie,C0010828
hypersplenismus,C0020532,knochenmarkhyperplasie,C0005959
immunthrombozytopenische purpura,C0398650,petechien,C0031256
immunthrombozytopenische purpura,C0398650,epistaxis,C0014591
immunthrombozytopenische purpura,C0398650,menorrhagie,C0025323
infektioese endokarditis,C0014121,fieber,C0015967
infektioese endokarditis,C0014121,sinustachykardie,C0039239
infektioese endokarditis,C0014121,schuettelfrost,C0085593
infektioese endokarditis,C0014121,schwaeche,C3714552
infektioese endokarditis,C0014121,appetitlosigkeit,C0003123
infektioese endokarditis,C0014121,unbeabsichtigter gewichtsverlust,C2363736
infektioese endokarditis,C0014121,schwitzen,C0038990
infektioese endokarditis,C0014121,arthralgie,C0003862
infektioese endokarditis,C0014121,herzgeraeusche,C0018808
infektioese endokarditis,C0014121,herzinsuffizienz,C0018801
infektioese endokarditis,C0014121,lungenoedem,C0034063
infektioese endokarditis,C0014121,myokardabszess,C1142004
infektioese endokarditis,C0014121,linksschenkelblock,C0023211
infektioese endokarditis,C0014121,koronarembolie,C0264686
infektioese endokarditis,C0014121,perikarderguss,C0031039
infektioese endokarditis,C0014121,petechien,C0031256
infektioese endokarditis,C0014121,vaskulitis,C0042384
infektioese endokarditis,C0014121,trommelschlegelfinger,C0009080
infektioese endokarditis,C0014121,uhrglasnaegel,C0149651
infektioese endokarditis,C0014121,hemiparese,C0018989
infektioese endokarditis,C0014121,haematurie,C0018965
infektioese endokarditis,C0014121,nephritis,C0027697
infektioese endokarditis,C0014121,niereninfarkt,C0035085
infektioese endokarditis,C0014121,splenomegalie,C0038002
infektioese endokarditis,C0014121,anaemie,C0002871
infektioese endokarditis,C0014121,leukozytose,C0023518
infektioese endokarditis,C0014121,thrombozytopenie,C0040034
rheumatisches fieber,C0035436,fieber,C0015967
rheumatisches fieber,C0035436,kopfschmerzen,C0018681
rheumatisches fieber,C0035436,schwitzen,C0038990
rheumatisches fieber,C0035436,polyarthritis,C0162323
rheumatisches fieber,C0035436,erythema anulare,C0234906
rheumatisches fieber,C0035436,erythem,C0041834
rheumatisches fieber,C0035436,erythema nodosum,C0014743
rheumatisches fieber,C0035436,myokarditis,C0027059
rheumatisches fieber,C0035436,perikarditis,C0031046
rheumatisches fieber,C0035436,pankarditis,C0030270
mitralklappenstenose,C0026269,vorhofflimmern,C0004238
mitralklappenstenose,C0026269,embolie,C0013922
mitralklappenstenose,C0026269,lungenstauung,C0242073
mitralklappenstenose,C0026269,pulmonale hypertonie,C0020542
mitralklappenstenose,C0026269,belastungsdyspnoe,C0231807
mitralklappenstenose,C0026269,husten,C0010200
mitralklappenstenose,C0026269,asthma cardiale,C1956414
mitralklappenstenose,C0026269,chronische stauungsleber,C0156195
mitralklappenstenose,C0026269,proteinurie,C0033687
mitralklappenstenose,C0026269,oedem,C0013604
mitralklappenstenose,C0026269,abgeschlagenheit,C0015672
mitralklappenstenose,C0026269,zyanose,C0010520
mitralklappenstenose,C0026269,facies mitralis,C0332610
mitralklappenstenose,C0026269,dyspnoe,C0013404
mitralklappenstenose,C0026269,husten,C0010200
mitralklappenstenose,C0026269,vorhofflimmern,C0004238
mitralklappenstenose,C0026269,arrhythmie,C0003811
mitralklappeninsuffizienz,C0026266,dyspnoe,C0013404
mitralklappeninsuffizienz,C0026266,palpitationen,C0030252
mitralklappeninsuffizienz,C0026266,naechtlicher husten,C0231912
mitralklappeninsuffizienz,C0026266,lungenoedem,C0034063
mitralklappeninsuffizienz,C0026266,kardiogener schock,C0036980
mitralklappenprolaps,C0026267,ventrikulaere extrasystolen,C0151636
mitralklappenprolaps,C0026267,sinustachykardie,C0039239
mitralklappenprolaps,C0026267,synkope,C0039070
mitralklappenprolaps,C0026267,abgeschlagenheit,C0015672
mitralklappenprolaps,C0026267,muedigkeit,C0015672
mitralklappenprolaps,C0026267,angst,C0003467
aortenstenose,C0003507,atemnot,C0013404
aortenstenose,C0003507,angina pectoris,C0002962
aortenstenose,C0003507,schwindel,C0012833
aortenstenose,C0003507,synkope,C0039070
aortenstenose,C0003507,muedigkeit,C0015672
aortenstenose,C0003507,schwindelanfaelle,C0857087
aortenstenose,C0003507,angina pectoris,C0002962
aortenklappeninsuffizienz,C0003504,abgeschlagenheit,C0015672
aortenklappeninsuffizienz,C0003504,synkope,C0039070
pulmonalstenose,C1956257,abgeschlagenheit,C0015672
pulmonalstenose,C1956257,dyspnoe,C0013404
pulmonalstenose,C1956257,herzinsuffizienz,C0018801
pulmonalstenose,C1956257,stenokardie,C0002962
pulmonalstenose,C1956257,schwindel,C0012833
pulmonalstenose,C1956257,synkope,C0039070
vorhofseptumdefekt,C0018817,abgeschlagenheit,C0015672
vorhofseptumdefekt,C0018817,muedigkeit,C0015672
vorhofseptumdefekt,C0018817,belastungsdyspnoe,C0231807
vorhofseptumdefekt,C0018817,palpitationen,C0030252
vorhofseptumdefekt,C0018817,angina pectoris,C0002962
vorhofseptumdefekt,C0018817,apoplektischer insult,C0038454
vorhofseptumdefekt,C0018817,rechtsherzinsuffizienz,C0235527
ventrikelseptumdefekt,C0018818,entwicklungsverzoegerung,C0424605
ventrikelseptumdefekt,C0018818,belastungsdyspnoe,C0231807
ventrikelseptumdefekt,C0018818,bronchopulmonale infektion,C0948783
ventrikelseptumdefekt,C0018818,palpitationen,C0030252
ventrikelseptumdefekt,C0018818,herzinsuffizienz,C0018801
ventrikelseptumdefekt,C0018818,zyanose,C0010520
ventrikelseptumdefekt,C0018818,dyspnoe,C0013404
ventrikelseptumdefekt,C0018818,abgeschlagenheit,C0015672
ventrikelseptumdefekt,C0018818,rechtsherzinsuffizienz,C0235527
ventrikelseptumdefekt,C0018818,synkope,C0039070
ventrikelseptumdefekt,C0018818,uhrglasnaegel,C0149651
ventrikelseptumdefekt,C0018818,trommelschlegelfinger,C0009080
ventrikelseptumdefekt,C0018818,hypotonie,C0020649
ebstein - anomalie,C0013481,dyspnoe,C0013404
ebstein - anomalie,C0013481,muedigkeit,C0015672
ebstein - anomalie,C0013481,herzschmerzen,C0002962
ebstein - anomalie,C0013481,palpitationen,C0030252
ebstein - anomalie,C0013481,zyanose,C0010520
ebstein - anomalie,C0013481,hepatomegalie,C0019209
fallot tetralogie,C0039685,atemnot,C0013404
fallot tetralogie,C0039685,hypoxischer stillstand,C0857375
fallot tetralogie,C0039685,abgeschlagenheit,C0015672
fallot tetralogie,C0039685,entwicklungsverzoegerung,C0424605
fallot tetralogie,C0039685,rechtsherzinsuffizienz,C0235527
marfan - syndrom,C0024796,kielbrust,C0158731
marfan - syndrom,C0024796,trichterbrust,C0016842
marfan - syndrom,C0024796,knickfuss,C0016202
marfan - syndrom,C0024796,pneumothorax,C0032326
marfan - syndrom,C0024796,protrusio acetabuli,C0409495
marfan - syndrom,C0024796,skoliose,C0036439
marfan - syndrom,C0024796,kyphose,C0022821
marfan - syndrom,C0024796,dolichozephalie,C0221358
marfan - syndrom,C0024796,enophthalmus,C0014306
marfan - syndrom,C0024796,retrognathie,C3494422
marfan - syndrom,C0024796,striae,C0152459
marfan - syndrom,C0024796,myopie,C0027092
marfan - syndrom,C0024796,mitralklappenprolaps,C0026267
marfan - syndrom,C0024796,kielbrust,C0158731
marfan - syndrom,C0024796,trichterbrust,C0016842
marfan - syndrom,C0024796,skoliose,C0036439
marfan - syndrom,C0024796,aortenaneurysma,C0003486
marfan - syndrom,C0024796,aortenektasie,C0265004
marfan - syndrom,C0024796,arachnodaktylie,C0003706
marfan - syndrom,C0024796,"plattfuss , kongenital",C0392477
marfan - syndrom,C0024796,mitralinsuffizienz,C0026266
digitalisintoxikation,C0151595,brechreiz,C0027497
digitalisintoxikation,C0151595,diarrhoe,C0011991
digitalisintoxikation,C0151595,sehstoerungen,C0547030
digitalisintoxikation,C0151595,sinusbradykardie,C0085610
digitalisintoxikation,C0151595,paroxysmale vorhoftachykardie,C0030587
digitalisintoxikation,C0151595,extrasystolie,C0340464
digitalisintoxikation,C0151595,bigeminus,C0235477
digitalisintoxikation,C0151595,reizleitungsstoerungen,C0264886
dilatative kardiomyopathie,C0007193,linksherzinsuffizienz,C0023212
dilatative kardiomyopathie,C0007193,belastungsdyspnoe,C0231807
chagas - krankheit,C0041234,fieber,C0015967
chagas - krankheit,C0041234,abgeschlagenheit,C0015672
chagas - krankheit,C0041234,splenomegalie,C0038002
chagas - krankheit,C0041234,hepatomegalie,C0019209
chagas - krankheit,C0041234,hepatosplenomegalie,C0019214
chagas - krankheit,C0041234,lymphadenopathie,C0497156
chagas - krankheit,C0041234,myokarditis,C0027059
chagas - krankheit,C0041234,ploetzlicher herztod,C0085298
chagas - krankheit,C0041234,oesophagusdilatation,C0192389
chagas - krankheit,C0041234,kardiomegalie,C0018800
chagas - krankheit,C0041234,megaoesophagus,C0025164
chagas - krankheit,C0041234,megakolon,C0025160
herzbeuteltamponade,C0007177,mittlerer venendruck erhoeht,C1168392
herzbeuteltamponade,C0007177,kussmaulzeichen positiv,C0232118
herzbeuteltamponade,C0007177,belastungsdyspnoe,C0231807
herzbeuteltamponade,C0007177,hypotonie,C0020649
herzbeuteltamponade,C0007177,pulsus paradoxus,C0232118
herzbeuteltamponade,C0007177,sinustachykardie,C0039239
chronische konstriktive perikarditis,C0265144,mittlerer venendruck erhoeht,C1168392
chronische konstriktive perikarditis,C0265144,kussmaulzeichen positiv,C0232118
chronische konstriktive perikarditis,C0265144,hepatomegalie,C0019209
chronische konstriktive perikarditis,C0265144,oedem,C0013604
chronische konstriktive perikarditis,C0265144,hypersplenismus,C0020532
chronische konstriktive perikarditis,C0265144,low - cardiac - output - syndrom,C0600177
chronische konstriktive perikarditis,C0265144,belastungsdyspnoe,C0231807
chronische konstriktive perikarditis,C0265144,pulsus paradoxus,C0232118
herzinfarkt,C0027051,angina pectoris,C0002962
herzinfarkt,C0027051,schwaechegefuehl,C3714552
herzinfarkt,C0027051,angst,C0003467
herzinfarkt,C0027051,schwitzen,C0038990
herzinfarkt,C0027051,uebelkeit,C0027497
herzinfarkt,C0027051,erbrechen,C0042963
herzinfarkt,C0027051,tachykardie ventrikulaer,C0042514
herzinfarkt,C0027051,kammerflimmern,C0042510
herzinfarkt,C0027051,hypotonie,C0020649
herzinfarkt,C0027051,angina pectoris,C0002962
chronisch obstruktive lungenkrankheit,C0024117,husten,C0010200
chronisch obstruktive lungenkrankheit,C0024117,belastungsdyspnoe,C0231807
pneumokokkeninfektionen,C0032269,pneumonie,C0032285
pneumokokkeninfektionen,C0032269,meningitis,C0025289
pneumokokkeninfektionen,C0032269,otitis media,C0029882
pneumokokkeninfektionen,C0032269,sinusitis,C0037199
pneumokokkeninfektionen,C0032269,konjunktivitis,C0009763
pneumokokkeninfektionen,C0032269,ulcus corneae,C0010043
"mykoplasmeninfektion , nicht naeher bezeichnet",C0026936,tracheobronchitis,C0040586
"mykoplasmeninfektion , nicht naeher bezeichnet",C0026936,interstitielle pneumonie,C0206061
"mykoplasmeninfektion , nicht naeher bezeichnet",C0026936,pneumonie,C0032285
chlamydia pneumoniae - infektion,C1096584,pharyngitis,C0031350
chlamydia pneumoniae - infektion,C1096584,sinusitis,C0037199
chlamydia pneumoniae - infektion,C1096584,bronchitis,C0006277
ornithose,C0029291,pneumonie,C0032285
ornithose,C0029291,schuettelfrost,C0085593
ornithose,C0029291,fieber,C0015967
ornithose,C0029291,myalgie,C0231528
ornithose,C0029291,kopfschmerzen,C0018681
ornithose,C0029291,epistaxis,C0014591
ornithose,C0029291,husten,C0010200
ornithose,C0029291,exanthem,C0015230
ornithose,C0029291,splenomegalie,C0038002
q - fieber,C0034362,fieber,C0015967
q - fieber,C0034362,kopfschmerzen,C0018681
q - fieber,C0034362,pneumonie,C0032285
q - fieber,C0034362,schuettelfrost,C0085593
q - fieber,C0034362,myalgie,C0231528
q - fieber,C0034362,arthralgie,C0003862
q - fieber,C0034362,trockener husten,C0850149
q - fieber,C0034362,exanthem,C0015230
q - fieber,C0034362,angina pectoris,C0002962
infektion mit bacillus anthracis,C0003175,bronchopneumonie,C0006285
infektion mit bacillus anthracis,C0003175,fieber,C0015967
infektion mit bacillus anthracis,C0003175,schuettelfrost,C0085593
infektion mit bacillus anthracis,C0003175,husten,C0010200
infektion mit bacillus anthracis,C0003175,hypoxie,C0242184
respiratorische synzytialvirusinfektionen,C0035235,schnupfen,C0009443
respiratorische synzytialvirusinfektionen,C0035235,pharyngitis,C0031350
respiratorische synzytialvirusinfektionen,C0035235,tracheobronchitis,C0040586
respiratorische synzytialvirusinfektionen,C0035235,keuchhusten,C0043167
respiratorische synzytialvirusinfektionen,C0035235,pneumonie,C0032285
pneumocystis jirovecii - pneumonie,C1535939,dyspnoe,C0013404
pneumocystis jirovecii - pneumonie,C1535939,tachypnoe,C0231835
pneumocystis jirovecii - pneumonie,C1535939,husten,C0010200
pneumocystis jirovecii - pneumonie,C1535939,fieber,C0015967
mendelson - syndrom,C0085740,bronchospasmus,C0006266
mendelson - syndrom,C0085740,glottiskrampf,C0392315
mendelson - syndrom,C0085740,zyanose,C0010520
mendelson - syndrom,C0085740,dyspnoe,C0013404
mendelson - syndrom,C0085740,sinustachykardie,C0039239
mendelson - syndrom,C0085740,hypotonie,C0020649
silikose,C0037116,belastungsdyspnoe,C0231807
silikose,C0037116,sputum anomal,C0159054
bronchialkarzinom,C0007121,husten,C0010200
bronchialkarzinom,C0007121,dyspnoe,C0013404
bronchialkarzinom,C0007121,thoraxschmerz,C0008031
bronchialkarzinom,C0007121,rekurrensparese,C0542142
bronchialkarzinom,C0007121,pleuraexsudat,C0427855
bronchialkarzinom,C0007121,interkostalneuralgie,C0344306
bronchialkarzinom,C0007121,enophthalmus,C0014306
bronchialkarzinom,C0007121,polymyositis,C0085655
bronchialkarzinom,C0007121,dermatomyositis,C0011633
bronchialkarzinom,C0007121,thrombozytose,C0836924
bronchialkarzinom,C0007121,osteoarthropathie,C0263661
bronchialkarzinom,C0007121,trommelschlegelfinger,C0009080
bronchialkarzinom,C0007121,uhrglasnaegel,C0149651
bronchialkarzinom,C0007121,arthralgie,C0003862
bronchialkarzinom,C0007121,dyspnoe,C0013404
bronchialkarzinom,C0007121,husten,C0010200
bronchialkarzinom,C0007121,stridor,C0038450
bronchialkarzinom,C0007121,haemoptoe,C0019079
bronchialkarzinom,C0007121,dysphagie,C0011168
bronchialkarzinom,C0007121,unbeabsichtigter gewichtsverlust,C2363736
bronchialkarzinom,C0007121,husten,C0010200
bronchialkarzinom,C0007121,thoraxschmerz,C0008031
bronchialkarzinom,C0007121,unbeabsichtigter gewichtsverlust,C2363736
bronchialkarzinom,C0007121,chronischer husten,C0010201
bronchialkarzinom,C0007121,dyspnoe,C0013404
bronchialkarzinom,C0007121,kachexie,C0006625
bronchialkarzinom,C0007121,uhrglasnaegel,C0149651
bronchialkarzinom,C0007121,trommelschlegelfinger,C0009080
bronchialkarzinom,C0007121,dysphagie,C0011168
bronchialkarzinom,C0007121,heiserkeit,C0019825
bronchialkarzinom,C0007121,thoraxschmerz,C0008031
bronchialkarzinom,C0007121,unbeabsichtigter gewichtsverlust,C2363736
bronchialkarzinom,C0007121,husten,C0010200
bronchialkarzinom,C0007121,husten mit auswurf,C0239134
bronchialkarzinom,C0007121,dyspnoe,C0013404
bronchialkarzinom,C0007121,unbeabsichtigter gewichtsverlust,C2363736
bronchialkarzinom,C0007121,thoraxschmerz,C0008031
sarkoidose,C0036202,arthritis,C0003864
sarkoidose,C0036202,erythema nodosum,C0014743
sarkoidose,C0036202,fieber,C0015967
sarkoidose,C0036202,husten,C0010200
achalasie,C1321756,dysphagie,C0011168
achalasie,C1321756,regurgitation,C2004489
achalasie,C1321756,mundgeruch,C0018520
achalasie,C1321756,voellegefuehl,C3714614
oesophagusdivertikel,C0014854,druckschmerz,C0234233
oesophagusdivertikel,C0014854,dysphagie,C0011168
oesophagusdivertikel,C0014854,regurgitation,C2004489
oesophagusdivertikel,C0014854,mundgeruch,C0018520
oesophagusdivertikel,C0014854,oesophageale dysphagie,C0267072
oesophagusdivertikel,C0014854,regurgitation,C2004489
oesophagusdivertikel,C0014854,aspiration,C0700198
oesophagusdivertikel,C0014854,foetor ex ore,C0018520
magenkarzinom,C0024623,uebelkeit,C0027497
magenkarzinom,C0024623,anorexie,C0003123
magenkarzinom,C0024623,dyspepsie,C0013395
magenkarzinom,C0024623,hepatomegalie,C0019209
magenkarzinom,C0024623,ikterus,C0022346
magenkarzinom,C0024623,gastrointestinale blutungen,C0017181
magenkarzinom,C0024623,aszites,C0003962
magenkarzinom,C0024623,unbeabsichtigter gewichtsverlust,C2363736
magenkarzinom,C0024623,brechreiz,C0027497
magenkarzinom,C0024623,druckgefuehl,C0234222
magenkarzinom,C0024623,abgeschlagenheit,C0015672
magenkarzinom,C0024623,tumorkachexie,C1391732
magenkarzinom,C0024623,dysphagie,C0011168
magenkarzinom,C0024623,dyspepsie,C0013395
magenkarzinom,C0024623,erbrechen,C0042963
magenkarzinom,C0024623,inappetenz,C0232462
magenkarzinom,C0024623,unbeabsichtigter gewichtsverlust,C2363736
nahrungsmittelallergie,C0016470,urtikaria,C0042109
nahrungsmittelallergie,C0016470,pruritus,C0033774
nahrungsmittelallergie,C0016470,exanthem,C0015230
nahrungsmittelallergie,C0016470,larynxoedem,C0023052
nahrungsmittelallergie,C0016470,asthmaanfall,C0038218
nahrungsmittelallergie,C0016470,rhinitis,C0035455
nahrungsmittelallergie,C0016470,schnupfen,C0009443
nahrungsmittelallergie,C0016470,nasale obstruktion,C0027429
nahrungsmittelallergie,C0016470,sinustachykardie,C0039239
nahrungsmittelallergie,C0016470,hypotonie,C0020649
eiweissverlustsyndrom,C0302858,diarrhoe,C0011991
eiweissverlustsyndrom,C0302858,steatorrhoe,C0038238
eiweissverlustsyndrom,C0302858,unbeabsichtigter gewichtsverlust,C2363736
eiweissverlustsyndrom,C0302858,malabsorptionssyndrom,C0024523
eiweissverlustsyndrom,C0302858,oedem,C0013604
eiweissverlustsyndrom,C0302858,pleuraerguss,C0032227
eiweissverlustsyndrom,C0302858,aszites,C0003962
eiweissverlustsyndrom,C0302858,lymphozytopenie,C0024312
colitis ulcerosa,C0009324,diarrhoe,C0011991
colitis ulcerosa,C0009324,anaemie,C0002871
colitis ulcerosa,C0009324,abdominalschmerzen,C0000737
colitis ulcerosa,C0009324,fieber,C0015967
mikroskopische kolitis,C0400821,diarrhoe,C0011991
mikroskopische kolitis,C0400821,unbeabsichtigter gewichtsverlust,C2363736
mikroskopische kolitis,C0400821,abdominalschmerzen,C0000737
mikroskopische kolitis,C0400821,uebelkeit,C0027497
mikroskopische kolitis,C0400821,meteorismus,C1291077
reizdarm,C0022104,schmerzen nnb,C0030193
reizdarm,C0022104,druckgefuehl,C0234222
reizdarm,C0022104,voellegefuehl,C3714614
reizdarm,C0022104,darmgeraeusche anomal,C0159060
reizdarm,C0022104,meteorismus,C1291077
reizdarm,C0022104,flatulenz,C0016204
reizdarm,C0022104,obstipation,C0009806
reizdarm,C0022104,diarrhoe,C0011991
reizdarm,C0022104,magenschmerzen,C0221512
akute pankreatitis,C0001339,abdominalschmerzen,C0000737
akute pankreatitis,C0001339,uebelkeit,C0027497
akute pankreatitis,C0001339,erbrechen,C0042963
akute pankreatitis,C0001339,meteorismus,C1291077
akute pankreatitis,C0001339,aszites,C0003962
akute pankreatitis,C0001339,fieber,C0015967
akute pankreatitis,C0001339,hypotonie,C0020649
akute pankreatitis,C0001339,pleuraerguss,C0032227
akute pankreatitis,C0001339,ikterus,C0022346
akute pankreatitis,C0001339,gesichtsroetung,C0016382
akute pankreatitis,C0001339,subileus,C0919671
chronische pankreatitis,C0149521,uebelkeit,C0027497
chronische pankreatitis,C0149521,erbrechen,C0042963
chronische pankreatitis,C0149521,unbeabsichtigter gewichtsverlust,C2363736
chronische pankreatitis,C0149521,meteorismus,C1291077
chronische pankreatitis,C0149521,diarrhoe,C0011991
chronische pankreatitis,C0149521,ikterus,C0022346
"karzinom , neuroendokrines",C0206695,flush,C0016382
"karzinom , neuroendokrines",C0206695,hitzewallung,C0600142
"karzinom , neuroendokrines",C0206695,gesichtsroetung,C0016382
"karzinom , neuroendokrines",C0206695,zyanose,C0010520
"karzinom , neuroendokrines",C0206695,sinustachykardie,C0039239
"karzinom , neuroendokrines",C0206695,schwitzen,C0038990
"karzinom , neuroendokrines",C0206695,subileus,C0919671
"karzinom , neuroendokrines",C0206695,diarrhoe,C0011991
"karzinom , neuroendokrines",C0206695,unbeabsichtigter gewichtsverlust,C2363736
"karzinom , neuroendokrines",C0206695,endokardfibrose,C0553980
"karzinom , neuroendokrines",C0206695,trikuspidalinsuffizienz,C0040961
"karzinom , neuroendokrines",C0206695,asthmaanfall,C0038218
"karzinom , neuroendokrines",C0206695,multiple teleangiektasien,C0235499
"karzinom , neuroendokrines",C0206695,sonstige hautveraenderungen,C0478124
insulinom,C0021670,schwitzen,C0038990
insulinom,C0021670,hitzegefuehl,C0016382
insulinom,C0021670,palpitationen,C0030252
insulinom,C0021670,sinustachykardie,C0039239
insulinom,C0021670,zittern,C0542247
insulinom,C0021670,angst,C0003467
insulinom,C0021670,heisshunger,C0006370
insulinom,C0021670,uebelkeit,C0027497
insulinom,C0021670,sehstoerungen,C0547030
insulinom,C0021670,schwindel,C0012833
insulinom,C0021670,kopfschmerzen,C0018681
insulinom,C0021670,verwirrtheit,C0009676
insulinom,C0021670,paraesthesien und dysaesthesien,C0852415
insulinom,C0021670,hemiplegie,C0018991
insulinom,C0021670,aphasie,C0003537
insulinom,C0021670,gewichtszunahme,C0043094
verner - morrison - syndrom,C0086768,diarrhoe,C0011991
verner - morrison - syndrom,C0086768,hypokaliaemie,C0020621
verner - morrison - syndrom,C0086768,hypochlorhydrie,C0079581
verner - morrison - syndrom,C0086768,unbeabsichtigter gewichtsverlust,C2363736
verner - morrison - syndrom,C0086768,verwirrtheit,C0009676
"hepatitis , chronische",C0019189,muedigkeit,C0015672
"hepatitis , chronische",C0019189,appetitlosigkeit,C0003123
"hepatitis , chronische",C0019189,druckschmerz,C0234233
"hepatitis , chronische",C0019189,arthralgie,C0003862
"hepatitis , chronische",C0019189,ikterus,C0022346
"hepatitis , chronische",C0019189,hepatomegalie,C0019209
"hepatitis , chronische",C0019189,hypersplenismus,C0020532
"hepatitis , chronische",C0019189,hepatosplenomegalie,C0019214
"hepatitis , chronische",C0019189,plantarerythem,C0240773
"hepatitis , chronische",C0019189,spider naevi,C0085666
"hepatitis , chronische",C0019189,pruritus,C0033774
"hepatitis , chronische",C0019189,hautatrophie,C0151514
"hepatitis , chronische",C0019189,multiple teleangiektasien,C0235499
"hepatitis , chronische",C0019189,dupuytren kontraktur,C0013312
"hepatitis , chronische",C0019189,amenorrhoe,C0002453
"hepatitis , chronische",C0019189,hypotrichose,C0020678
